searge,name,side,desc
func_110603_a,readAssetsDir,0,
func_110604_a,addResourceFile,0,
func_110605_c,getResourceStream,0,
func_110609_b,getRepositoryEntriesAll,0,
func_110611_a,updateRepositoryEntriesAll,0,
func_110612_e,getDirResourcepacks,0,
func_110613_c,getRepositoryEntries,0,
func_110614_g,getResourcePackFiles,0,
func_110616_f,fixDirResourcepacks,0,
func_110623_a,getResourcePath,0,
func_110624_b,getResourceDomain,0,
func_110646_a,getTextWithoutFormattingCodes,0,"Returns a copy of the given string, with formatting codes stripped away."
func_110647_a,getOSType,0,
func_110661_a,parseDoubleBounded,0,"Parses a double from the given string.  Throws if the string could not be parsed as a double, or if it's not between the given min and max values."
func_110662_c,parseBoolean,0,"Parses a boolean value from the given string.  Throws if the string does not contain a boolean value.  Accepted values are (case-sensitive): ""true"", ""false"", ""0"", ""1""."
func_110664_a,parseDoubleWithMin,0,"Parses a double from the given string.  Throws if the string could not be parsed as a double, or if it's less than the given minimum value."
func_110775_a,getEntityTexture,0,Returns the location of an entity's texture. Doesn't seem to be called unless you call Render.bindEntityTexture.
func_110776_a,bindTexture,0,
func_110777_b,bindEntityTexture,0,
func_110934_a,addSprite,0,
func_110935_a,getCurrentWidth,0,
func_110936_b,getCurrentHeight,0,
func_110966_b,setIconWidth,0,
func_110967_i,getOriginY,0,"Returns the Y position of this icon on its texture sheet, in pixels."
func_110968_a,setFramesTextureData,0,
func_110969_c,setIconHeight,0,
func_110970_k,getFrameCount,0,
func_110971_a,initSprite,0,
func_110985_a,updateAnaglyph,0,
func_110986_a,readImageData,0,
func_110987_a,uploadTextureImage,0,
func_110988_a,uploadTexture,0,
func_110989_a,uploadTextureImageAllocate,0,
func_110990_a,copyToBuffer,0,
func_110991_a,allocateTexture,0,
func_110993_a,uploadTextureImageSubImpl,0,
func_110994_a,copyToBufferPos,0,
func_110995_a,uploadTextureImageSub,0,
func_110996_a,glGenTextures,0,
func_110997_a,setTextureClamped,0,
func_111108_a,getAttributeUnlocalizedName,0,
func_111109_a,clampValue,0,
func_111110_b,getDefaultValue,0,
func_111111_c,getShouldWatch,0,
func_111112_a,setShouldWatch,0,
func_111121_a,applyModifier,0,
func_111123_a,getAttribute,0,Get the Attribute this is an instance of
func_111124_b,removeModifier,0,
func_111125_b,getBaseValue,0,
func_111126_e,getAttributeValue,0,
func_111127_a,getModifier,0,"Returns attribute modifier, if any, by the given UUID"
func_111128_a,setBaseValue,0,
func_111129_g,computeValue,0,
func_111130_a,getModifiersByOperation,0,
func_111131_f,flagForUpdate,0,
func_111145_d,getWatchableObjectFloat,0,
func_111146_a,getAllAttributes,0,
func_111147_b,applyAttributeModifiers,0,
func_111148_a,removeAttributeModifiers,0,
func_111149_a,addAttributeInstance,0,
func_111150_b,registerAttribute,0,"Registers an attribute with this AttributeMap, returns a modifiable AttributeInstance associated with this map"
func_111151_a,getAttributeInstance,0,
func_111152_a,getAttributeInstanceByName,0,
func_111164_d,getAmount,0,
func_111165_e,isSaved,0,@see #isSaved
func_111166_b,getName,0,
func_111167_a,getID,0,
func_111168_a,setSaved,0,@see #isSaved
func_111169_c,getOperation,0,
func_111185_a,applyAttributesModifiersToEntity,0,
func_111187_a,removeAttributesModifiersFromEntity,0,
func_111194_a,processChunk,0,This method currently only increases chunk inhabited time. Extension is possible in next versions
func_111196_a,increaseInhabitedTime,0,Increases chunk inhabited time every 8000 ticks
func_111205_h,getItemAttributeModifiers,0,"Gets a map of item attribute modifiers, used by ItemSword to increase hit damage."
func_111206_d,setTextureName,0,
func_111207_a,itemInteractionForEntity,0,"Returns true if the item can be used on the given entity, e.g. shears on sheep."
func_111208_A,getIconString,0,Returns the string associated with this Item's Icon.
func_111257_a,writeBaseAttributeMapToNBT,0,"Creates an NBTTagList from a BaseAttributeMap, including all its AttributeInstances"
func_111258_a,applyModifiersToAttributeInstance,0,
func_111259_a,readAttributeModifierFromNBT,0,Creates an AttributeModifier from an NBTTagCompound
func_111261_a,writeAttributeInstanceToNBT,0,"Creates an NBTTagCompound from an AttributeInstance, including its AttributeModifiers"
func_111262_a,writeAttributeModifierToNBT,0,Creates an NBTTagCompound from an AttributeModifier
func_111271_a,getUnicodePageLocation,0,
func_111272_d,readFontTexture,0,
func_111282_a,interactWithEntity,0,
func_111283_C,getAttributeModifiers,0,Gets the attribute modifiers for this ItemStack.\nWill check for an NBT tag list containing modifiers for the stack.
func_111285_a,getUsername,0,
func_111286_b,getSessionID,0,
func_130001_d,getCurrentMoonPhaseFactor,0,"gets the current fullness of the moon expressed as a float between 1.0 and 0.0, in steps of .25"
func_130002_c,interactFirst,0,First layer of player interaction
func_130010_a,getOriginX,0,"Returns the X position of this icon on its texture sheet, in pixels."
func_130014_f_,getEntityWorld,0,
func_130071_aq,getSystemTimeMillis,0,"returns the difference, measured in milliseconds, between the current system time and midnight, January 1, 1970 UTC."
func_130072_d,getAnimationFrame,0,
func_130073_e,getFrameIndexSet,0,
func_130077_b,getPackName,0,
func_130087_a,getResourceLocation,0,
func_130088_a,loadTextureMap,0,
func_130098_m,hasAnimationMetadata,0,
func_130099_d,allocateFrameTextureData,0,
func_130102_n,resetSprite,0,
func_130103_l,clearFramesTextureData,0,
func_130105_g,getMinecraftStartTimeMillis,0,Returns the saved value of System#currentTimeMillis when the game started
func_135016_M,getLanguageManager,0,
func_135018_a,getLanguages,0,
func_135021_a,loadLocaleData,0,
func_135022_a,loadLocaleDataFiles,0,"par2 is a list of languages. For each language $L and domain $D, attempts to load the resource $D:lang/$L.lang"
func_135023_a,formatMessage,0,"Calls String.format(translateKey(key), params)"
func_135024_b,checkUnicode,0,
func_135025_a,isUnicode,0,
func_135026_c,translateKeyPrivate,0,"Returns the translation, or the key itself if the key could not be translated."
func_135028_a,loadLocaleData,0,par1 is a list of Resources
func_135034_a,getLanguageCode,0,
func_135035_b,isBidirectional,0,
func_135040_d,getLanguages,0,
func_135041_c,getCurrentLanguage,0,
func_135042_a,isCurrentLocaleUnicode,0,
func_135043_a,parseLanguageMetadata,0,
func_135044_b,isCurrentLanguageBidirectional,0,
func_135045_a,setCurrentLanguage,0,
func_135051_a,setLocale,0,
func_135052_a,format,0,"format(a, b) is equivalent to String.format(translate(a), b). Args: translationKey, params..."
func_135055_a,getResourceDomains,0,
func_135056_b,getAllResources,0,
func_135058_a,getPackMetadata,0,
func_135063_a,replaceWith,0,Replaces all the current instance's translations with the ones that are passed in.
func_135064_c,tryTranslateKey,0,Tries to look up a translation for the given key; spits back the key if no result was found.
func_142008_O,shouldSetPosAfterLoading,0,
func_142049_d,removeAllModifiers,0,
func_142054_a,isSameTeam,0,Same as ==
func_145747_a,addChatMessage,0,"Notifies this sender of some sort of information.  This is for messages intended to display to the user.  Used for typical output (like ""you asked for whether or not this game rule is set, so here's your answer""), warnings (like ""I fetched this block for you by ID, but I'd like you to know that every time you do this, I die a little inside""), and errors (like ""it's not called iron_pixacke, silly"")."
func_145769_d,setEntityId,0,
func_145770_h,isInRangeToRender3d,0,
func_145776_H,getSwimSound,0,
func_145777_O,getSplashSound,0,
func_145782_y,getEntityId,0,
func_145818_k_,isInventoryNameLocalized,0,Returns if the inventory name is localized
func_145825_b,getInventoryName,0,Returns the name of the inventory
func_145827_c,createAndLoadEntity,0,Creates a new entity and loads its data from the specified NBT.
func_145829_t,validate,0,validates a tile entity
func_145830_o,hasWorldObj,0,Returns true if the worldObj isn't null.
func_145831_w,getWorldObj,0,Returns the worldObj for this tileEntity.
func_145833_n,getMaxRenderDistanceSquared,0,
func_145834_a,setWorldObj,0,Sets the worldObj for this tileEntity.
func_145835_a,getDistanceFrom,0,Returns the square of the distance between this entity and the passed in coordinates.
func_145836_u,updateContainingBlockInfo,0,
func_145837_r,isInvalid,0,
func_145838_q,getBlockType,0,Gets the block type at the location of this entity (client-only).
func_145842_c,receiveClientEvent,0,
func_145843_s,invalidate,0,invalidates a tile entity
func_145844_m,getDescriptionPacket,0,Overriden in a sign to provide the text.
func_146027_a,clearInventory,0,"Removes all items from player inventory, including armor"
func_147106_B,scheduleResourcesRefresh,0,
func_147107_h,isFramerateLimitBelowMax,0,
func_147108_a,displayGuiScreen,0,Sets the argument GuiScreen as the main (topmost visible) screen.
func_147110_a,getFramebuffer,0,
func_147111_S,isJava64bit,0,
func_147114_u,getNetHandler,0,
func_147117_R,getTextureMapBlocks,0,
func_147118_V,getSoundHandler,0,
func_147119_ah,updateFramebufferSize,0,
func_147122_X,isJvm64bit,0,
func_147149_a,saveToFile,0,Saves this CrashReport to the given file and returns a value indicating whether we were successful at doing so.
func_147155_a,getCategoryName,0,
func_147156_b,getCategoryId,0,
func_147172_a,isUUIDString,0,Determines whether or not the given parameter can be parsed as a UUID.
func_147173_b,tryGetUUIDFromString,0,"Parses the given string as a UUID, or returns null if the string could not be parsed."
func_147177_a,joinNiceString,0,"Creates a linguistic series joining the input chat components.  Examples: 1) {} --> """",  2) {""Steve""} --> ""Steve"",  3) {""Steve"", ""Phil""} --> ""Steve and Phil"",  4) {""Steve"", ""Phil"", ""Mark""} --> ""Steve, Phil and Mark"""
func_147179_f,getItemByText,0,"Gets the Item specified by the given text string.  First checks the item registry, then tries by parsing the string as an integer ID (deprecated).  Warns the sender if we matched by parsing the ID.  Throws if the item wasn't found.  Returns the item if it was found."
func_147180_g,getBlockByText,0,"Gets the Block specified by the given text string.  First checks the block registry, then tries by parsing the string as an integer ID (deprecated).  Warns the sender if we matched by parsing the ID.  Throws if the block wasn't found.  Returns the block if it was found."
func_147231_a,onDisconnect,0,"Invoked when disconnecting, the parameter is a ChatComponent describing the reason for termination"
func_147232_a,onConnectionStateTransition,0,"Allows validation of the connection state transition. Parameters: from, to (connection state). Typically throws IllegalStateException or UnsupportedOperationException if validation fails"
func_147233_a,onNetworkTick,0,For scheduled network tasks. Used in NetHandlerPlayServer to send keep-alive packets and in NetHandlerLoginServer for a login-timeout
func_147235_a,handleSpawnObject,0,Spawns an instance of the objecttype indicated by the packet and sets its position and momentum
func_147282_a,handleJoinGame,0,"Registers some server properties (gametype,hardcore-mode,terraintype,difficulty,player limit), creates a new WorldClient and sets the player initial dimension"
func_147297_a,addToSendQueue,0,
func_147311_a,processPing,0,
func_147312_a,processServerQuery,0,
func_147315_a,processEncryptionResponse,0,
func_147316_a,processLoginStart,0,
func_147338_a,processEnchantItem,0,"Enchants the item identified by the packet given some convoluted conditions (matching window, which should/shouldn't be in use?)"
func_147339_a,processConfirmTransaction,0,Received in response to the server requesting to confirm that the client-side open container matches the servers' after a mismatched container-slot manipulation. It will unlock the player's ability to manipulate the container contents
func_147340_a,processUseEntity,0,"Processes interactions ((un)leashing, opening command block GUI) and attacks on an entity with players currently equipped item"
func_147341_a,processTabComplete,0,Retrieves possible tab completions for the requested command string and sends them to the client
func_147342_a,processClientStatus,0,"Processes the client status updates: respawn attempt from player, opening statistics or achievements, or acquiring 'open inventory' achievement"
func_147343_a,processUpdateSign,0,
func_147344_a,processCreativeInventoryAction,0,Update the server with an ItemStack in a slot.
func_147345_a,processPlayerDigging,0,"Processes the player initiating/stopping digging on a particular spot, as well as a player dropping items?. (0: initiated, 1: reinitiated, 2? , 3-4 drop item (respectively without or with player control), 5: stopped; x,y,z, side clicked on;)"
func_147346_a,processPlayerBlockPlacement,0,"Processes block placement and block activation (anvil, furnace, etc.)"
func_147347_a,processPlayer,0,Processes clients perspective on player positioning and/or orientation
func_147348_a,processPlayerAbilities,0,Processes a player starting/stopping flying
func_147349_a,processVanilla250Packet,0,Synchronizes serverside and clientside book contents and signing
func_147350_a,processAnimation,0,Processes the player swinging its held item
func_147351_a,processClickWindow,0,Executes a container/inventory slot manipulation as indicated by the packet. Sends the serverside result if they didn't match the indicated result and prevents further manipulation by the player until he confirms that it has the same open container/inventory
func_147352_a,processClientSettings,0,"Updates serverside copy of client settings: language, render distance, chat visibility, chat colours, difficulty, and whether to show the cape"
func_147353_a,processKeepAlive,0,Updates a players' ping statistics
func_147354_a,processChatMessage,0,Process chat messages (broadcast back to clients) and commands (executes)
func_147355_a,processHeldItemChange,0,Updates which quickbar slot is selected
func_147356_a,processCloseWindow,0,Processes the client closing windows (container)
func_147357_a,processEntityAction,0,"Processes a range of action-types: sneaking, sprinting, waking from sleep, opening the inventory or setting jump height of the horse the player is riding"
func_147358_a,processInput,0,"Processes player movement input. Includes walking, strafing, jumping, sneaking; excludes riding and toggling flying/sprinting"
func_147383_a,processHandshake,0,"There are two recognized intentions for initiating a handshake: logging in and acquiring server status. The NetworkManager's protocol will be reconfigured according to the specified intention, although a login-intention must pass a versioncheck or receive a disconnect otherwise"
func_147388_a,handleDisconnect,0,
func_147389_a,handleEncryptionRequest,0,
func_147390_a,handleLoginSuccess,0,
func_147397_a,handleServerInfo,0,
func_147398_a,handlePong,0,
func_147437_c,isAirBlock,0,Returns true if the block at the specified coordinates is empty
func_147438_o,getTileEntity,0,
func_147439_a,getBlock,0,
func_147455_a,setTileEntity,0,
func_147458_c,markBlockRangeForRenderUpdate,0,
func_147459_d,notifyBlocksOfNeighborChange,0,
func_147464_a,scheduleBlockUpdate,0,Schedules a tick to a block with a delay (Most commonly the tick rate)
func_147465_d,setBlock,0,"Sets the block ID and metadata at a given location. Args: X, Y, Z, new block ID, new metadata, flags. Flag 1 will cause a block update. Flag 2 will send the change to clients (you almost always want this). Flag 4 prevents the block from being re-rendered, if this is a client world. Flags can be added together."
func_147466_a,doesBlockHaveSolidTopSurface,0,Returns true if the block at the given coordinate has a solid (buildable) top surface.
func_147468_f,setBlockToAir,0,
func_147474_b,getTopBlock,0,
func_147475_p,removeTileEntity,0,
func_147545_a,hasSpecialRenderer,0,
func_147546_a,getSpecialRendererByClass,0,
func_147547_b,getSpecialRenderer,0,
func_147564_a,getVertexState,0,
func_147565_a,setVertexState,0,
func_147570_f,getHasNormals,0,
func_147571_e,getHasBrightness,0,
func_147572_a,getRawBuffer,0,
func_147573_d,getHasTexture,0,
func_147574_g,getHasColor,0,
func_147575_c,getVertexCount,0,
func_147576_b,getRawBufferIndex,0,
func_147584_b,onStaticEntitiesChanged,0,
func_147585_a,markBlockRangeForRenderUpdate,0,"On the client, re-renders all blocks in this range, inclusive. On the server, does nothing. Args: min x, min y, min z, max x, max y, max z"
func_147586_a,markBlockForUpdate,0,"On the client, re-renders the block. On the server, sends the block to the client (which will re-render it), including the tile entity description packet if applicable. Args: x, y, z"
func_147587_b,destroyBlockPartially,0,Starts (or continues) destroying a block with given ID at the given coordinates for the given partially destroyed value
func_147588_b,markBlockForRenderUpdate,0,"On the client, re-renders this block. On the server, does nothing. Used for lighting updates."
func_147589_a,renderEntities,0,
func_147590_a,drawOutlinedBoundingBox,0,Draws lines for the edges of the bounding box.
func_147591_f,rebuildDisplayListEntities,0,
func_147604_a,setFramebufferColor,0,
func_147605_b,createFramebuffer,0,
func_147606_d,unbindFramebufferTexture,0,
func_147607_a,setFramebufferFilter,0,
func_147608_a,deleteFramebuffer,0,
func_147609_e,unbindFramebuffer,0,
func_147610_a,bindFramebuffer,0,
func_147611_b,checkFramebufferComplete,0,
func_147612_c,bindFramebufferTexture,0,
func_147613_a,createBindFramebuffer,0,
func_147614_f,framebufferClear,0,
func_147615_c,framebufferRender,0,
func_147684_a,setSoundLevel,0,
func_147701_i,getMapItemRenderer,0,
func_147702_a,isShaderActive,0,
func_147703_b,deactivateShader,0,
func_147704_a,updateShaderGroupSize,0,
func_147705_c,activateNextShader,0,
func_147706_e,getShaderGroup,0,
func_147721_p,renderBlockFluids,0,
func_147722_a,renderBlockStairs,0,
func_147723_f,renderBlockTripWireSource,0,
func_147724_m,renderBlockStem,0,
func_147725_a,renderBlockAnvil,0,Renders anvil
func_147726_j,renderBlockVine,0,
func_147727_a,mixAoBrightness,0,
func_147728_a,renderBlockAnvilOrient,0,Renders anvil block with orientation
func_147729_a,getFluidHeight,0,
func_147730_a,renderBlockStemSmall,0,
func_147731_b,renderPistonBase,0,
func_147732_a,renderBlockRedstoneDiodeMetadata,0,
func_147733_k,renderBlockStainedGlassPane,0,
func_147734_d,renderFaceZPos,0,
func_147735_a,renderBlockFence,0,
func_147736_d,renderStandardBlockWithColorMultiplier,0,
func_147737_a,renderBlockAnvilRotate,0,Renders anvil block with rotation
func_147738_c,renderPistonRodEW,0,
func_147739_a,renderItemIn3d,0,
func_147740_a,renderBlockStemBig,0,
func_147741_a,renderBlockBrewingStand,0,Render BlockBrewingStand
func_147742_r,renderBlockLog,0,
func_147743_a,renderBlockEndPortalFrame,0,Render BlockEndPortalFrame
func_147744_b,hasOverrideBlockTexture,0,
func_147745_b,getBlockIcon,0,
func_147746_l,renderCrossedSquares,0,
func_147747_a,renderTorchAtAngle,0,
func_147748_a,renderBlockRedstoneDiode,0,
func_147749_a,renderBlockSandFalling,0,
func_147750_a,renderPistonExtensionAllFaces,0,
func_147751_a,renderStandardBlockWithAmbientOcclusion,0,
func_147752_a,renderBlockFlowerpot,0,Renders flower pot
func_147753_b,setRenderAllFaces,0,
func_147754_e,renderBlockCactusImpl,0,
func_147755_t,renderBlockCactus,0,
func_147756_g,renderBlockTripWire,0,
func_147757_a,setOverrideBlockTexture,0,Sets overrideBlockTexture
func_147758_b,getIconSafe,0,
func_147759_a,renderBlockRepeater,0,render a redstone repeater at the given coordinates
func_147760_u,renderBlockDoor,0,
func_147761_c,renderFaceZNeg,0,
func_147762_c,unlockBlockBounds,0,Unlocks the visual bounding box so that RenderBlocks can change it again.
func_147763_a,renderPistonRodUD,0,
func_147764_f,renderFaceXPos,0,
func_147765_a,drawCrossedSquares,0,
func_147766_a,renderBlockMinecartTrack,0,
func_147767_a,renderBlockPane,0,
func_147768_a,renderFaceYNeg,0,
func_147769_a,renderBlockAllFaces,0,Render all faces of a block
func_147770_b,overrideBlockBounds,0,
func_147771_a,clearOverrideBlockTexture,0,Clear override block texture
func_147772_a,renderBlockCocoa,0,
func_147773_v,renderBlockBed,0,render a bed at the given coordinates
func_147774_a,renderBlockDoublePlant,0,
func_147775_a,setRenderBoundsFromBlock,0,
func_147776_a,renderBlockFenceGate,0,
func_147777_a,getBlockIconFromSide,0,
func_147778_a,getAoBrightness,0,
func_147779_s,renderBlockQuartz,0,
func_147780_a,renderBlockAnvilMetadata,0,Renders anvil block with metadata
func_147781_a,renderBlockRedstoneComparator,0,
func_147782_a,setRenderBounds,0,
func_147783_o,renderBlockLilyPad,0,
func_147784_q,renderStandardBlock,0,Renders a standard cube block at the given coordinates
func_147785_a,renderBlockCauldron,0,Render block cauldron
func_147786_a,setRenderFromInside,0,
func_147787_a,getBlockIconFromSideAndMetadata,0,
func_147788_h,renderBlockRedstoneWire,0,
func_147789_b,renderPistonRodSN,0,
func_147790_e,renderBlockLever,0,
func_147791_c,renderBlockTorch,0,Renders a torch block at the given coordinates
func_147792_a,renderBlockUsingTexture,0,Renders a block using the given texture instead of the block's own default texture
func_147793_a,getBlockIcon,0,
func_147794_i,renderBlockLadder,0,
func_147795_a,renderBlockCropsImpl,0,
func_147796_n,renderBlockCrops,0,
func_147797_a,renderBlockBeacon,0,
func_147798_e,renderFaceXNeg,0,
func_147799_a,renderBlockHopperMetadata,0,
func_147800_a,renderBlockAsItem,0,
func_147801_a,renderBlockFire,0,
func_147802_a,renderBlockDragonEgg,0,
func_147803_a,renderBlockHopper,0,
func_147804_d,renderPistonBaseAllFaces,0,
func_147805_b,renderBlockByRenderType,0,
func_147806_b,renderFaceYPos,0,
func_147807_a,renderBlockWall,0,
func_147808_b,renderStandardBlockWithAmbientOcclusionPartial,0,
func_147809_c,renderPistonExtension,0,
func_147889_b,updateRendererSort,0,
func_147890_b,preRenderBlocks,0,
func_147891_a,postRenderBlocks,0,
func_147892_a,updateRenderer,0,Will update this chunk renderer
func_147942_a,deleteTexture,0,
func_148017_a,getFramebuffer,0,
func_148018_a,loadShaderGroup,0,
func_148019_b,initPass,0,
func_148020_a,addFramebuffer,0,
func_148021_a,deleteShaderGroup,0,
func_148022_b,getShaderGroupName,0,
func_148023_a,addShader,0,
func_148024_c,resetProjectionMatrix,0,
func_148025_a,initFromLocation,0,
func_148026_a,createBindFramebuffers,0,
func_148027_a,initTarget,0,
func_148028_c,initUniform,0,
func_148040_d,preLoadShader,0,
func_148041_a,addAuxFramebuffer,0,
func_148042_a,loadShader,0,
func_148043_c,getShaderManager,0,
func_148044_b,deleteShader,0,
func_148045_a,setProjectionMatrix,0,
func_148074_b,getStaticShaderLinkHelper,0,
func_148076_a,setNewStaticShaderLinkHelper,0,
func_148123_a,drawBackground,0,
func_148126_a,drawSlot,0,
func_148127_b,getSize,0,
func_148131_a,isSelected,0,
func_148144_a,elementClicked,0,
func_148259_a,saveScreenshot,0,"Saves a screenshot in the game directory with the given file name (or null to generate a time-stamped name).  Args: gameDirectory, fileName, requestedWidthInPixels, requestedHeightInPixels, frameBuffer"
func_148260_a,saveScreenshot,0,"Saves a screenshot in the game directory with a time-stamped filename.  Args: gameDirectory, requestedWidthInPixels, requestedHeightInPixels, frameBuffer"
func_148262_d,denormalizeValue,0,
func_148263_a,setValueMax,0,
func_148264_f,snapToStep,0,
func_148266_c,normalizeValue,0,
func_148267_f,getValueMax,0,
func_148268_e,snapToStepClamp,0,
func_148334_a,generateNewRandomName,0,Randomly generates a new name built up of 3 or 4 randomly selected words.
func_148335_a,reseedRandomGenerator,0,Resets the underlying random number generator using a given seed.
func_148740_a,createUnderlyingMap,0,Creates the Map we will use to map keys to their registered values.
func_148741_d,containsKey,0,Does this registry contain an entry for the given key?
func_148742_b,getKeys,0,Gets all the keys recognized by this registry.
func_148821_a,glBlendFunc,0,
func_148822_b,isFramebufferEnabled,0,
func_148833_a,processPacket,0,
func_148834_a,readBlob,0,"Will read a byte array from the supplied ByteBuf, the first short encountered will be interpreted as the size of the byte array to read in"
func_148835_b,serialize,0,Returns a string formatted as comma separated [field]=[value] values. Used by Minecraft for logging purposes.
func_148836_a,hasPriority,0,"If true, the network manager will process the packet immediately when received, otherwise it will queue it for processing. Currently true for: Disconnect, LoginSuccess, KeepAlive, ServerQuery/Info, Ping/Pong"
func_148837_a,readPacketData,0,Reads the raw packet data from the data stream.
func_148838_a,writeBlob,0,Will write a byte array to supplied ByteBuf as a separately defined structure by prefixing the byte array with its length
func_148839_a,generatePacket,0,"Returns a packet instance, given the params: BiMap<int, (Packet) Class> and (int) id"
func_148840_b,writePacketData,0,Writes the raw packet data to the data stream.
func_149633_g,getSelectedBoundingBoxFromPool,0,Returns the bounding box of the wired rectangular prism to render.
func_149634_a,getBlockFromItem,0,
func_149635_D,getBlockColor,0,
func_149636_a,harvestBlock,0,
func_149638_a,getExplosionResistance,0,Returns how much this block can resist explosions from the passed in entity.
func_149639_l,fillWithRain,0,currently only used by BlockCauldron to incrament meta-data during rain
func_149640_a,velocityToAddToEntity,0,
func_149641_N,getTextureName,0,
func_149642_a,dropBlockAsItem_do,0,Spawns EntityItem in the world for the given ItemStack if the world is not remote.
func_149643_k,getDamageValue,0,Get the block's damage value (for use with pick block).
func_149644_j,createStackedBlock,0,Returns an item stack containing a single instance of the current block type. 'i' is the block's subtype/damage and is ignored for blocks which do not support subtypes. Blocks which cannot be harvested should return null.
func_149645_b,getRenderType,0,The type of render function that is called for this block
func_149646_a,shouldSideBeRendered,0,
func_149647_a,setCreativeTab,0,
func_149648_K,isFlowerPot,0,Returns true only if block is flowerPot
func_149649_H,disableStats,0,
func_149650_a,getItemDropped,0,
func_149651_a,registerBlockIcons,0,
func_149652_G,getEnableStats,0,Return the state of blocks statistics flags - if the block is counted for mined and placed.
func_149653_t,getTickRandomly,0,Returns whether or not this block is of a type that needs random ticking. Called for ref-counting purposes by ExtendedBlockStorage in order to broadly cull a chunk from the random chunk update list for efficiency's sake.
func_149654_a,isVecInsideYZBounds,0,Checks if a vector is within the Y and Z bounds of the block.
func_149655_b,getBlocksMovement,0,
func_149656_h,getMobilityFlag,0,
func_149657_c,dropXpOnBlockBreak,0,
func_149658_d,setBlockTextureName,0,
func_149659_a,canDropFromExplosion,0,Return whether this block can drop from an explosion.
func_149660_a,onBlockPlaced,0,
func_149661_c,isVecInsideXYBounds,0,Checks if a vector is within the X and Y bounds of the block.
func_149662_c,isOpaqueCube,0,
func_149663_c,setBlockName,0,Sets the mod-specific block name
func_149664_b,onBlockDestroyedByPlayer,0,
func_149665_z,getBlockBoundsMinY,0,returns the block bounderies minY value
func_149666_a,getSubBlocks,0,
func_149668_a,getCollisionBoundingBoxFromPool,0,Returns a bounding box from the pool of bounding boxes (this means this box can change after the pool has been cleared to be reused)
func_149669_A,getBlockBoundsMaxY,0,returns the block bounderies maxY value
func_149670_a,onEntityCollidedWithBlock,0,
func_149671_p,registerBlocks,0,
func_149672_a,setStepSound,0,Sets the footstep sound for the block. Returns the object for convenience in constructing.
