field_110451_am,mcResourceManager,0,
field_110452_an,metadataSerializer_,0,
field_110453_aa,proxy,0,
field_110456_c,serverProxy,0,
field_110463_b,packFormat,0,
field_110464_a,packDescription,0,
field_110465_b,charLefts,0,
field_110466_c,charSpacings,0,
field_110467_a,charWidths,0,
field_110475_d,frameTime,0,
field_110476_b,frameWidth,0,
field_110477_c,frameHeight,0,
field_110478_a,animationFrames,0,
field_110481_b,textureClamp,0,
field_110482_a,textureBlur,0,
field_110498_b,frameTime,0,
field_110499_a,frameIndex,0,
field_110506_b,gsonBuilder,0,
field_110507_c,gson,0,"Cached Gson instance. Set to null when more sections are registered, and then re-created from the builder."
field_110508_a,metadataSectionSerializerRegistry,0,
field_110520_f,locationTexturePackIcon,0,
field_110521_d,rePackMetadataSection,0,
field_110522_e,texturePackIcon,0,
field_110523_b,resourcePackFile,0,
field_110524_c,reResourcePack,0,
field_110525_a,reResourcePackRepository,0,
field_110529_f,mcmetaJsonChecked,0,
field_110530_g,mcmetaJson,0,
field_110531_d,mcmetaInputStream,0,
field_110532_e,srMetadataSerializer,0,
field_110533_b,srResourceLocation,0,
field_110534_c,resourceInputStream,0,
field_110535_a,mapMetadataSections,0,
field_110539_b,frmMetadataSerializer,0,
field_110540_a,resourcePacks,0,
field_110546_b,reloadListeners,0,
field_110547_c,rmMetadataSerializer,0,
field_110548_a,domainResourceManagers,0,
field_110553_a,glTextureId,0,
field_110559_g,textureUploaded,0,
field_110560_d,bufferedImage,0,
field_110561_e,imageThread,0,
field_110562_b,imageUrl,0,
field_110563_c,imageBuffer,0,
field_110566_b,dynamicTextureData,0,
field_110567_b,layeredTextureNames,0,
field_110568_b,textureLocation,0,
field_110574_e,mapRegisteredSprites,0,
field_110575_b,locationBlocksTexture,0,
field_110576_c,locationItemsTexture,0,
field_110582_d,theResourceManager,0,
field_110583_b,listTickables,0,
field_110584_c,mapTextureCounters,0,
field_110585_a,mapTextureObjects,0,
field_110597_b,resourcePackFile,0,
field_110598_a,resourceLog,0,
field_110600_d,resourcePackZipFile,0,
field_110601_c,entryNameSplitter,0,
field_110606_b,mapResourceFiles,0,
field_110607_c,fileAssets,0,
field_110608_a,defaultResourceDomains,0,
field_110617_f,repositoryEntries,0,
field_110618_d,dirResourcepacks,0,
field_110619_e,repositoryEntriesAll,0,
field_110620_b,rprDefaultResourcePack,0,
field_110621_c,rprMetadataSerializer,0,
field_110622_a,resourcePackFilter,0,
field_110625_b,resourcePath,0,
field_110626_a,resourceDomain,0,
field_110684_D,frontRightLeg,0,
field_110685_E,frontRightShin,0,
field_110686_F,frontRightHoof,0,
field_110687_G,muleLeftChest,0,The left chest box on the mule model.
field_110688_A,frontLeftLeg,0,
field_110689_B,frontLeftShin,0,
field_110690_C,frontLeftHoof,0,
field_110691_L,horseLeftSaddleRope,0,
field_110692_M,horseLeftSaddleMetal,0,
field_110693_N,horseRightSaddleRope,0,
field_110694_O,horseRightSaddleMetal,0,
field_110695_H,muleRightChest,0,The right chest box on the mule model.
field_110696_I,horseSaddleBottom,0,
field_110697_J,horseSaddleFront,0,
field_110698_K,horseSaddleBack,0,
field_110699_Q,horseRightFaceMetal,0,The right metal connected to the horse's face ropes.
field_110700_P,horseLeftFaceMetal,0,The left metal connected to the horse's face ropes.
field_110701_S,horseRightRein,0,
field_110702_R,horseLeftRein,0,
field_110703_f,muleLeftEar,0,The left ear box for the mule model.
field_110704_g,muleRightEar,0,The right ear box for the mule model.
field_110705_d,horseLeftEar,0,
field_110706_e,horseRightEar,0,
field_110707_b,mouthTop,0,
field_110708_c,mouthBottom,0,
field_110709_a,head,0,
field_110710_n,tailTip,0,
field_110711_o,backLeftLeg,0,
field_110712_l,tailBase,0,
field_110713_m,tailMiddle,0,
field_110714_j,mane,0,
field_110715_k,body,0,
field_110716_h,neck,0,
field_110717_i,horseFaceRopes,0,The box for the horse's ropes on its face.
field_110718_w,backLeftHoof,0,
field_110719_v,backLeftShin,0,
field_110720_z,backRightHoof,0,
field_110721_y,backRightShin,0,
field_110722_x,backRightLeg,0,
field_110737_b,particleTextures,0,
field_110778_a,shadowTextures,0,
field_110780_a,arrowTextures,0,
field_110782_f,boatTextures,0,
field_110785_a,experienceOrbTextures,0,
field_110787_a,enderCrystalTextures,0,
field_110789_a,mapBackgroundTextures,0,
field_110798_h,RES_ITEM_GLINT,0,
field_110801_f,leashKnotModel,0,
field_110802_a,leashKnotTextures,0,
field_110804_g,minecartTextures,0,
field_110810_f,witherTextures,0,
field_110811_a,invulnerableWitherTextures,0,
field_110814_a,RES_ITEM_GLINT,0,
field_110826_a,steveTextures,0,
field_110830_f,creeperTextures,0,
field_110831_a,armoredCreeperTextures,0,
field_110833_a,cowTextures,0,
field_110835_a,batTextures,0,
field_110837_a,blazeTextures,0,
field_110839_f,endermanTextures,0,
field_110840_a,endermanEyesTexture,0,
field_110842_f,enderDragonExplodingTextures,0,
field_110843_g,enderDragonCrystalBeamTextures,0,
field_110844_k,enderDragonTextures,0,
field_110845_h,enderDragonEyesTextures,0,
field_110850_f,whiteHorseTextures,0,
field_110851_g,muleTextures,0,
field_110853_l,skeletonHorseTextures,0,
field_110854_k,zombieHorseTextures,0,
field_110855_h,donkeyTextures,0,
field_110861_l,witherSkeletonTextures,0,
field_110862_k,skeletonTextures,0,
field_110864_q,zombieVillagerTextures,0,
field_110865_p,zombieTextures,0,
field_110866_o,zombiePigmanTextures,0,
field_110868_f,ghastShootingTextures,0,
field_110869_a,ghastTextures,0,
field_110871_a,zombieTextures,0,
field_110873_a,magmaCubeTextures,0,
field_110875_f,ocelotTextures,0,
field_110876_g,redOcelotTextures,0,
field_110877_a,blackOcelotTextures,0,
field_110878_h,siameseOcelotTextures,0,
field_110880_a,mooshroomTextures,0,
field_110882_a,silverfishTextures,0,
field_110884_f,shearedSheepTextures,0,
field_110885_a,sheepTextures,0,
field_110887_f,pigTextures,0,
field_110888_a,saddledPigTextures,0,
field_110890_f,spiderTextures,0,
field_110891_a,spiderEyesTextures,0,
field_110893_a,caveSpiderTextures,0,
field_110895_a,snowManTextures,0,
field_110897_a,slimeTextures,0,
field_110899_a,ironGolemTextures,0,
field_110901_a,squidTextures,0,
field_110903_f,villagerTextures,0,
field_110904_g,farmerVillagerTextures,0,
field_110905_l,smithVillagerTextures,0,
field_110906_m,butcherVillagerTextures,0,
field_110907_k,priestVillagerTextures,0,
field_110908_h,librarianVillagerTextures,0,
field_110910_a,witchTextures,0,
field_110912_f,witherTextures,0,
field_110913_a,invulnerableWitherTextures,0,
field_110915_f,tamedWolfTextures,0,
field_110916_g,anrgyWolfTextures,0,
field_110917_a,wolfTextures,0,
field_110918_h,wolfCollarTextures,0,
field_110920_a,chickenTextures,0,
field_110922_T,locationLightMap,0,
field_110923_r,locationSnowPng,0,
field_110924_q,locationRainPng,0,
field_110925_j,locationCloudsPng,0,
field_110926_k,locationEndSkyPng,0,
field_110927_h,locationMoonPhasesPng,0,
field_110928_i,locationSunPng,0,
field_110929_d,RES_UNDERWATER_OVERLAY,0,
field_110930_b,RES_ITEM_GLINT,0,
field_110931_c,RES_MAP_BACKGROUND,0,
field_110932_a,theThreadDownloadImageData,0,
field_110973_g,frameCounter,0,
field_110974_d,originY,0,
field_110975_c,originX,0,
field_110976_a,framesTextureData,0,
field_110977_n,minV,0,
field_110978_o,maxV,0,
field_110979_l,minU,0,
field_110980_m,maxU,0,
field_110982_k,animationMetadata,0,
field_110983_h,tickCounter,0,
field_110984_i,iconName,0,
field_110999_b,missingTextureData,0,
field_111000_c,dataBuffer,0,
field_111001_a,missingTexture,0,
field_111053_a,numericVariablePattern,0,"Pattern that matches numeric variable placeholders in a resource string, such as ""%d"", ""%3$d"", ""%.2f"""
field_111113_b,defaultValue,0,
field_111114_c,shouldWatch,0,
field_111115_a,unlocalizedName,0,
field_111118_b,maximumValue,0,
field_111119_c,description,0,
field_111120_a,minimumValue,0,
field_111132_f,baseValue,0,
field_111133_g,needsUpdate,0,
field_111134_d,mapByName,0,
field_111135_e,mapByUUID,0,
field_111136_b,genericAttribute,0,The Attribute this is an instance of
field_111137_c,mapByOperation,0,
field_111138_a,attributeMap,0,The BaseAttributeMap this attributeInstance can be found in
field_111139_h,cachedValue,0,
field_111153_b,attributesByName,0,
field_111154_a,attributes,0,
field_111162_d,attributeInstanceSet,0,
field_111163_c,descriptionToAttributeInstanceMap,0,
field_111170_d,id,0,
field_111171_e,isSaved,0,"If false, this modifier is not saved in NBT. Used for ""natural"" modifiers like speed boost from sprinting"
field_111172_b,operation,0,
field_111173_c,name,0,
field_111174_a,amount,0,
field_111180_a,horseHost,0,
field_111188_I,attributeModifierMap,0,Contains a Map of the AttributeModifiers registered by potions
field_111192_g,previousTotalWorldTime,0,time what is using to check if InhabitedTime should be calculated
field_111193_e,playerInstanceList,0,This field is using when chunk should be processed (every 8000 ticks)
field_111198_g,previousWorldTime,0,time what is using when chunk InhabitedTime is being calculated
field_111203_a,moonPhaseFactors,0,
field_111204_q,inhabitedTime,0,the cumulative number of ticks players have been in this chunk
field_111218_cA,iconString,0,The string associated with this Item's Icon.
field_111241_a,theHorse,0,
field_111242_f,theHorse,0,
field_111263_d,movementSpeed,0,
field_111264_e,attackDamage,0,
field_111265_b,followRange,0,
field_111266_c,knockbackResistance,0,
field_111267_a,maxHealth,0,
field_111273_g,locationFontTexture,0,
field_111274_c,unicodePageLocations,0,
field_130023_H,minecraftRealmsButton,0,
field_130070_K,fileResourcepacks,0,
field_130074_a,joinerResourcePacks,0,
field_130076_a,theSimpleReloadableResourceManager,0,
field_130089_b,mapResourceLocations,0,
field_130222_e,rotated,0,
field_130223_c,width,0,
field_130224_d,height,0,
field_135010_a,repairContainer,0,
field_135017_as,mcLanguageManager,0,
field_135019_a,languages,0,
field_135030_b,splitter,0,"Splits on ""="""
field_135036_d,bidirectional,0,
field_135037_b,region,0,
field_135038_c,name,0,
field_135039_a,languageCode,0,
field_135046_d,languageMap,0,
field_135047_b,theMetadataSerializer,0,
field_135048_c,currentLanguage,0,
field_135049_a,currentLocale,0,
field_135054_a,i18nLocale,0,
field_135057_d,setResourceDomains,0,
field_135059_Q,animalSpawner,0,
field_135061_b,theTextureManager,0,
field_135062_a,theTextureObject,0,
field_135065_b,equalSignSplitter,0,"A Splitter that splits a string on the first ""="".  For example, ""a=b=c"" would split into [""a"", ""b=c""]."
field_135068_e,repairContainer,0,
field_142016_bo,lastAttackerTime,0,Holds the value of ticksExisted when setLastAttacker was last called.
field_142025_a,isRunningOnMac,0,
field_142027_a,theWorldClient,0,
field_142029_a,theWorldClient,0,
field_142052_b,revengeTimerOld,0,Store the previous revengeTimer value
field_143005_bX,playerLastActiveTime,0,
field_143008_E,maxPlayerIdleMinutes,0,
field_145762_d,lastOutput,0,The previously run command.
field_145763_e,Command,0,The command stored in the command block.
field_145764_b,successCount,0,The number of successful commands run. (used for redstone output)
field_145766_a,timestampFormat,0,The formatting for the timestamp on commands run.
field_145783_c,entityId,0,
field_145803_d,logger,0,
field_145804_b,delayBeforeCanPickup,0,
field_145811_e,blockObj,0,
field_145812_b,fallTime,0,
field_145813_c,shouldDropItem,0,
field_145814_a,metadata,0,
field_145815_h,fallHurtMax,0,
field_145816_i,fallHurtAmount,0,
field_145846_f,tileEntityInvalid,0,
field_145847_g,blockMetadata,0,
field_145848_d,yCoord,0,
field_145849_e,zCoord,0,
field_145850_b,worldObj,0,the instance of the world the tile entity is in.
field_145851_c,xCoord,0,
field_145852_a,logger,0,
field_145853_j,classToNameMap,0,A HashMap storing the classes and mapping to the string names (reverse of nameToClassMap).
field_145854_h,blockType,0,the Block type that this TileEntity is contained within
field_145855_i,nameToClassMap,0,A HashMap storing string names of classes mapping to the actual java.lang.Class type.
field_145869_a,storedBlock,0,
field_145870_n,lastProgress,0,the progress in (de)extending
field_145871_o,pushedObjects,0,
field_145872_l,shouldHeadBeRendered,0,
field_145873_m,progress,0,
field_145874_j,storedOrientation,0,the side the front of the piston is on
field_145875_k,extending,0,if this piston is extending or not
field_145876_i,storedMetadata,0,
field_145879_a,note,0,Note to play
field_145880_i,previousRedstoneState,0,stores the latest redstone state
field_145901_j,transferCooldown,0,
field_145908_a,skullType,0,
field_145909_j,skullExtraType,0,
field_145910_i,skullRotation,0,
field_145915_a,signText,0,An array of four strings storing the lines of text on the sign.
field_145918_i,lineBeingEdited,0,"The index of the line currently being edited. Only used on client side, but defined on both. Note this is only really used when the > < are going to be visible."
field_145925_p,bookRotationPrev,0,
field_145926_a,tickCount,0,
field_145927_n,bookSpreadPrev,0,
field_145928_o,bookRotation,0,
field_145930_m,bookSpread,0,
field_145931_j,pageFlipPrev,0,
field_145933_i,pageFlip,0,
field_145941_a,inputSlots,0,an array of the input slot indices
field_145943_l,filledSlots,0,an integer with each bit specifying whether that slot of the stand contains a potion
field_145944_m,ingredientID,0,
field_145945_j,brewingItemStacks,0,The ItemStacks currently placed in the slots of the brewing stand
field_145946_k,brewTime,0,
field_145947_i,outputSlots,0,an array of the output slot indices
field_145956_a,furnaceBurnTime,0,The number of ticks that the furnace will keep burning
field_145957_n,furnaceItemStacks,0,The ItemStacks that hold the items currently being used in the furnace
field_145958_o,furnaceCustomName,0,
field_145959_l,slotsBottom,0,
field_145960_m,slotsSides,0,
field_145961_j,furnaceCookTime,0,The number of ticks that the current item has been cooking for
field_145962_k,slotsTop,0,
field_145963_i,currentItemBurnTime,0,The number of ticks that a fresh copy of the currently-burning item would keep the furnace burning for
field_145967_a,flowerPotItem,0,
field_145968_i,flowerPotData,0,
field_145975_i,prevLidAngle,0,The angle of the ender chest lid last tick
field_145981_s,customName,0,
field_145982_r,cachedChestType,0,
field_145983_q,ticksSinceSync,0,Server sync counter (once per 20 ticks)
field_145984_a,adjacentChestChecked,0,Determines if the check for adjacent chests has taken place.
field_145985_p,chestContents,0,
field_145986_n,prevLidAngle,0,The angle of the lid last tick
field_145987_o,numPlayersUsing,0,The number of players currently using this chest
field_145988_l,adjacentChestZPos,0,Contains the chest tile located adjacent to this one (if any)
field_145989_m,lidAngle,0,The current angle of the lid (between 0 and 1)
field_145990_j,adjacentChestXPos,0,Contains the chest tile located adjacent to this one (if any)
field_145991_k,adjacentChestXNeg,0,Contains the chest tile located adjacent to this one (if any)
field_145992_i,adjacentChestZNeg,0,Contains the chest tile located adjacent to this one (if any)
field_145997_a,outputSignal,0,
field_146009_a,effectsList,0,List of effects that Beacon can apply
field_146010_n,secondaryEffect,0,Secondary potion effect given by this beacon.
field_146011_o,payment,0,Item given to this beacon as payment.
field_146012_l,levels,0,Level of this beacon's pyramid.
field_146013_m,primaryEffect,0,Primary potion effect given by this beacon.
field_146036_f,FISH,0,
field_146037_g,xTile,0,
field_146038_az,ticksCatchableDelay,0,
field_146039_d,JUNK,0,
field_146040_ay,ticksCaughtDelay,0,
field_146041_e,VALUABLES,0,
field_146042_b,angler,0,
field_146043_c,caughtEntity,0,
field_146044_a,shake,0,
field_146045_ax,ticksCatchable,0,
field_146046_j,inTile,0,
field_146047_aw,ticksInAir,0,
field_146048_h,yTile,0,
field_146049_av,ticksInGround,0,
field_146050_i,zTile,0,
field_146051_au,inGround,0,
field_146054_aA,fishApproachAngle,0,
field_146055_aB,fishPosRotationIncrements,0,
field_146056_aC,fishX,0,
field_146057_aD,fishY,0,
field_146058_aE,fishZ,0,
field_146059_aF,fishYaw,0,
field_146060_aG,fishPitch,0,
field_146106_i,gameProfile,0,The player's unique game profile
field_146120_f,width,0,Button width in pixels
field_146121_g,height,0,Button height in pixels
field_146122_a,buttonTextures,0,
field_146123_n,hovered,0,
field_146124_l,enabled,0,"True if this control is enabled, false to disable."
field_146125_m,visible,0,Hides the button completely if false.
field_146126_j,displayString,0,The string displayed on this control.
field_146127_k,id,0,
field_146128_h,xPosition,0,The x position of this control.
field_146129_i,yPosition,0,The y position of this control.
field_146133_q,options,0,
field_146134_p,sliderValue,0,
field_146135_o,dragging,0,
field_146137_o,enumOptions,0,
field_146139_o,logger,0,
field_146209_f,xPosition,0,
field_146210_g,yPosition,0,
field_146211_a,fontRendererInstance,0,
field_146212_n,canLoseFocus,0,if true the textbox can lose focus by clicking elsewhere on the screen
field_146213_o,isFocused,0,"If this value is true along with isEnabled, keyTyped will process the keys."
field_146214_l,cursorCounter,0,
field_146215_m,enableBackgroundDrawing,0,
field_146216_j,text,0,Has the current text being edited on the textbox.
field_146217_k,maxStringLength,0,
field_146218_h,width,0,The width of this text field.
field_146219_i,height,0,
field_146220_v,visible,0,True if this textbox is visible
field_146221_u,disabledColor,0,
field_146222_t,enabledColor,0,
field_146223_s,selectionEnd,0,"other selection position, maybe the same as the cursor"
field_146224_r,cursorPosition,0,
field_146225_q,lineScrollOffset,0,The current character index that should be used as start of the rendered text.
field_146226_p,isEnabled,0,"If this value is true along with isFocused, keyTyped will process the keys."
field_146247_f,mc,0,
field_146248_g,sentMessages,0,A list of messages previously sent through the chat GUI
field_146249_a,logger,0,
field_146252_h,chatLines,0,Chat lines to be displayed in the chat box
field_146263_l,notificationTime,0,
field_146287_f,eventButton,0,
field_146288_g,lastMouseEvent,0,
field_146289_q,fontRendererObj,0,The FontRenderer used by GuiScreen
field_146290_a,selectedButton,0,The button that was just pressed.
field_146291_p,allowUserInput,0,
field_146292_n,buttonList,0,A list of all the buttons in this container.
field_146293_o,labelList,0,A list of all the labels in this container.
field_146294_l,width,0,The width of the screen object.
field_146295_m,height,0,The height of the screen object.
field_146296_j,itemRender,0,"Holds a instance of RenderItem, used to draw the achievement icons on screen (is based on ItemStack)"
field_146297_k,mc,0,Reference to the Minecraft object.
field_146349_a,logger,0,
field_146351_f,messageLine1,0,
field_146352_g,confirmButtonText,0,The text shown for the first button in GuiYesNo
field_146353_s,ticksUntilEnable,0,
field_146354_r,messageLine2,0,
field_146355_a,parentScreen,0,A reference to the screen object that created this. Used for navigating between screens.
field_146356_h,cancelButtonText,0,The text shown for the second button in GuiYesNo
field_146357_i,parentButtonClickedId,0,
field_146362_s,copyLinkButtonText,0,Label for the Copy to Clipboard button.
field_146363_r,openLinkWarning,0,Text to warn players from opening unsafe links.
field_146370_f,logger,0,
field_146374_i,previousGuiScreen,0,
field_146385_f,createWorldGui,0,
field_146387_g,theFlatGeneratorInfo,0,
field_146390_s,createFlatWorldListSlotGui,0,
field_146400_h,game_settings,0,
field_146408_f,logger,0,
field_146409_v,defaultInputFieldText,0,is the text that appears when you press the chat key and the input box appears pre-filled
field_146411_u,clickedURI,0,used to pass around the URI to various dialogues and to the host os
field_146415_a,inputField,0,Chat entry field
field_146416_h,sentHistoryCursor,0,"keeps position of which chat message you will select when you press up, (does not increase for duplicated messages sent immediately after each other)"
field_146443_h,game_settings_1,0,Reference to the GameSettings object.
field_146451_g,game_settings_3,0,Reference to the GameSettings object.
field_146465_D,buttonSign,0,The GuiButton to sign this book.
field_146466_f,bookGuiTextures,0,
field_146467_E,buttonFinalize,0,
field_146468_g,editingPlayer,0,The player editing the book
field_146469_F,buttonCancel,0,
field_146470_A,buttonNextPage,0,
field_146471_B,buttonPreviousPage,0,
field_146472_C,buttonDone,0,
field_146473_a,logger,0,
field_146474_h,bookObj,0,
field_146475_i,bookIsUnsigned,0,Whether the book is signed or can still be edited
field_146476_w,bookTotalPages,0,
field_146477_v,bookImageHeight,0,
field_146478_u,bookImageWidth,0,
field_146479_t,updateCount,0,Update ticks since the gui was opened
field_146480_s,bookGettingSigned,0,Determines if the signing screen is open
field_146481_r,bookIsModified,0,Whether the book's title or contents has been modified since being opened
field_146482_z,bookTitle,0,
field_146483_y,bookPages,0,
field_146484_x,currPage,0,
field_146485_f,commandTextField,0,Text field containing the command block's command.
field_146487_r,cancelBtn,0,
field_146489_h,localCommandBlock,0,Command block being edited.
field_146490_i,doneBtn,0,"""Done"" button for the GUI."
field_146491_f,buttonId,0,The ID of the button that has been pressed.
field_146494_r,keyBindingList,0,
field_146495_a,screenTitle,0,
field_146496_h,parentScreen,0,A reference to the screen object that created this. Used for navigating between screens.
field_146497_i,options,0,Reference to the GameSettings object.
field_146498_f,parentGuiScreen,0,
field_146499_g,guiGameSettings,0,
field_146500_a,screenTitle,0,
field_146501_h,optionsRowList,0,
field_146502_i,videoOptions,0,An array of all of GameSettings.Options's video options.
field_146506_g,game_settings_4,0,Reference to the GameSettings object.
field_146543_v,doesGuiPauseGame,0,"When true, the game will be paused when the gui is shown"
field_146580_a,logger,0,
field_146603_f,game_settings_2,0,Reference to the GameSettings object.
field_146629_g,logger,0,
field_146695_f,logger,0,
field_146729_f,logger,0,
field_146748_a,logger,0,
field_146765_a,logger,0,
field_146773_a,logger,0,
field_146786_a,logger,0,
field_146802_a,logger,0,
field_146803_h,serverListSelector,0,
field_146804_i,savedServerList,0,
field_146806_v,addingServer,0,
field_146808_t,btnDeleteServer,0,
field_146809_s,btnSelectServer,0,
field_146810_r,btnEditServer,0,
field_146811_z,selectedServer,0,
field_146813_x,directConnect,0,
field_146819_a,logger,0,
field_146841_f,logger,0,
field_146848_f,tileSign,0,Reference to the sign object.
field_146849_g,updateCounter,0,Counts the number of screen updates.
field_146850_a,screenTitle,0,The title string that is displayed in the top-center of the screen.
field_146851_h,editLine,0,The index of the line that is being edited.
field_146852_i,doneBtn,0,"""Done"" button for the GUI."
field_146862_a,logger,0,
field_146889_a,logger,0,
field_146928_a,logger,0,
field_146953_f,logger,0,
field_146968_a,logger,0,
field_146974_g,logger,0,
field_146987_F,dragSplittingLimit,0,
field_146988_G,dragSplittingButton,0,
field_146989_A,returningStackDestSlot,0,
field_146990_B,returningStackTime,0,
field_146991_C,returningStack,0,Used when touchscreen is enabled
field_146992_L,lastClickButton,0,
field_146993_M,doubleClick,0,
field_146994_N,shiftClickedSlot,0,
field_146995_H,ignoreMouseUp,0,
field_146996_I,dragSplittingRemnant,0,
field_146997_J,lastClickTime,0,
field_146998_K,lastClickSlot,0,
field_146999_f,xSize,0,The X size of the inventory window in pixels.
field_147000_g,ySize,0,The Y size of the inventory window in pixels.
field_147001_a,inventoryBackground,0,The location of the inventory background texture
field_147002_h,inventorySlots,0,A list of the players inventory slots
field_147003_i,guiLeft,0,Starting X position for the Gui. Inconsistent use for Gui backgrounds.
field_147004_w,isRightMouseClick,0,Used when touchscreen is enabled.
field_147005_v,clickedSlot,0,Used when touchscreen is enabled.
field_147006_u,theSlot,0,holds the slot currently hovered
field_147007_t,dragSplitting,0,
field_147008_s,dragSplittingSlots,0,
field_147009_r,guiTop,0,Starting Y position for the Gui. Inconsistent use for Gui backgrounds.
field_147010_z,touchUpY,0,
field_147011_y,touchUpX,0,
field_147012_x,draggedStack,0,Used when touchscreen is enabled
field_147013_v,tileBrewingStand,0,
field_147014_u,brewingStandGuiTextures,0,
field_147015_w,lowerChestInventory,0,
field_147016_v,upperChestInventory,0,
field_147018_x,inventoryRows,0,"window height is calculated with these values; the more rows, the heigher"
field_147019_u,craftingTableGuiTextures,0,
field_147024_w,tileBeacon,0,
field_147025_v,beaconGuiTextures,0,
field_147026_u,logger,0,
field_147027_y,buttonsNotDrawn,0,
field_147028_x,beaconConfirmButton,0,
field_147031_u,horseGuiTextures,0,
field_147039_u,logger,0,
field_147045_u,hasActivePotionEffects,0,True if there is some potion effect to display
field_147047_v,oldMouseY,0,The old y position of the mouse pointer
field_147048_u,oldMouseX,0,The old x position of the mouse pointer
field_147058_w,selectedTabIndex,0,Currently selected creative inventory tab index.
field_147061_u,creativeInventoryTabs,0,The location of the creative inventory tabs texture
field_147062_A,searchField,0,
field_147065_z,wasClicking,0,True if the left mouse button was held down last time drawScreen was called.
field_147066_y,isScrolling,0,True if the scrollbar is being dragged
field_147067_x,currentScroll,0,"Amount scrolled in Creative mode inventory (0 = top, 1 = bottom)"
field_147086_v,tileFurnace,0,
field_147087_u,furnaceGuiTextures,0,
field_147088_v,dispenserGuiTextures,0,
field_147089_u,tileDispenser,0,
field_147102_bM,logger,0,
field_147123_G,logger,0,
field_147124_at,framebufferMc,0,
field_147125_j,pointedEntity,0,
field_147126_aw,mcMusicTicker,0,
field_147127_av,mcSoundHandler,0,
field_147128_au,textureMapBlocks,0,
field_147129_ai,jvm64bit,0,
field_147141_M,serverTexturePack,0,The texture pack for the server
field_147145_h,logger,0,
field_147148_h,logger,0,
field_147150_a,logger,0,
field_147166_l,categoryName,0,
field_147167_m,categoryId,0,
field_147174_a,uuidPattern,0,"Matches a UUID string, such as ""b2a72a80-d078-4ea4-ae43-fcaf95707a76"".  Will not match UUIDs containing upper-case letters."
field_147175_a,logger,0,
field_147208_a,logger,0,
field_147228_b,logger,0,
field_147299_f,gameController,0,"Reference to the Minecraft instance, which many handler methods operate on"
field_147300_g,clientWorldController,0,"Reference to the current ClientWorld instance, which many handler methods operate on"
field_147301_d,logger,0,
field_147302_e,netManager,0,The NetworkManager instance used to communicate with the server (used only by handlePlayerPosLook to update positioning and handleJoinGame to inform the server of the client distribution/mods)
field_147303_b,playerInfoList,0,An ArrayList of GuiPlayerInfo (includes all the players' GuiPlayerInfo on the current server)
field_147304_c,currentServerMaxPlayers,0,
field_147305_a,mapStorageOrigin,0,Origin of the central MapStorage serving as a public reference for WorldClient. Not used in this class
field_147306_l,avRandomizer,0,"Just an ordinary random number generator, used to randomize audio pitch of item/orb pickup and randomize both particlespawn offset and velocity"
